comment
Follow
"Until the very end! 👊 We keep going, no stopping!"
👎🏻
Why crying 😭
حبيبي دون من يجي أسم عمك ميسي لا تزعل و تضوج بسرعة
Cry baby !!😭
Penaldo
اسم ميسي ينرفزك 😅😅
🤢🤮
Bad morals
Go get the world cup first of all okay
🤢
🔥🔥🔥
لم نكن نعلم انك غير محترم
بس انته دواهم والله استمر في اهانة هذا الجمهور الغير مثقف وجريمه انته يمهم cr7🫶❤️
"@cristiano Ronaldo is very kind.. I hope that next time if they misbehave towards you, you will ra pe them.💫😁"
you just broke your football respect. and 10 is the only.
🤢🤢🤢🤢🤮
"Ronaldo, Messi, seu tio, por que você está chateado? Não há problema em fazer os movimentos que você faz com Georgina quando o nome do seu tio é Messi"
Respect children and women you finished old man 👴
👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽
👎🏻👎🏻👎🏻
Melhor jogador do mundo só perde pro @rony7oficial 👏👏👏
Disrespectful behavior has no place in football. 👎🏾
"I know you haven't read what I say, but we Saudi audiences respect you and some children follow you and we hope it is the last abusive move in our Saudi stadiums and I want to tell you the Saudi ball is evolving and developing with you or without you."
Shame for yoursilf?!
"@cristiano , I hope you are aware that your attitude has become excessive, causing you to lose fans. Please be mindful of the negative comments being made about your behavior towards after games. You must show respect to all individuals.🙌"
ابن الناس المحترم
"Ronaldo, I am your fan. I have loved you since my childhood. You are a role model for me. I ask you to let this be your last season in the Saudi League. A league that didn't respect a legend like you. They don't deserve you to be in their league. I ask you to make this your last season. Go back to Europe and move to one of the top five clubs competing even in the top five and you don't need to prove anything else. You are the best of all time. You're better than touching a football. We just want to watch you play football. I only hope that you return to Europe and leave the Saudi League, which has reached this level. Please, they don't deserve this"
every time you hear messi you make childish gestures 🤦🏻‍♂️ be pro cr7
كنت من معجبينك وبعد تصرفاتك الطفوليه والقذره صرت اشوف ميسي افضل منك بالاحترام
You are the wrost player ever in the history of football crynaldo
"You must learn manners and you must respect children before adults, you finished"
انا بحبك اوي😍😭😭
انته نو ينسان😂😮😮
@4j6h_ هنا اضهر رونالدو للعالم تناقظ السعوديه يجبون راقصه تشتم الله عادى بس حوكه لا كفر ميصير بس والله عادي هدوء اخ اني ماكلك كرستيانو صح لا خطاء بس الله فضح السعودية
المنتهي 🔥🔥
حلوة لبقا تعيدها 🙌
"@cristiano my dream is to be like you one day, and I said to my dad that what I want for my birthday when I turn 4 years is to meet you, score goals and say siuuuuuuu Video coming soon 🔜❤🫶🏻"
❤️
7️⃣🔥
Your nerves are on fire🔥@cristiano ❤️
Old man should retire
👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
ما بتفوز على الهلال في حياتك ي منتهي
If they decided to stop you for 2 games please leave and let them see how the whole world will immediately forget about the Saudi league
you need manners
Lio is got🙌
Messsiiiii
The joker of football
8🤫
Đỉnh lắm anh zai 😍
Nexia 2 legenda
"حركة غير أخلاقية وسط جمهور عائلي مسلم .

- Translation .."
🔥
39 anos?
💔
🐐
